abo,term,e,p,a
actor,online_merchant,0.8,0.86,0.25
actor,onlooker,-0.02,-0.82,-1.23
actor,ophthalmologist,1.6,1.43,-0.34
actor,opponent,-0.19,1.17,1.01
actor,opportunist,1.27,2.07,1.61
actor,optical_engineer,1.56,1.25,-0.45
actor,optimist,2.83,2.38,1.2
actor,organizer,2.07,1.68,0.48
actor,orphan,0,-1.98,-1.14
actor,outlaw,-1.75,0.58,0.83
actor,outsider,0.03,-0.94,-0.73
actor,pagan,-0.49,-0.34,0.1
actor,pal,2.75,1.69,0.8
actor,paranoid,-1.25,-1.38,0.56
actor,parent,2.55,3.06,0.96
actor,parking_attendant,0.29,-0.29,-0.4
actor,parolee,-0.62,-0.71,0.21
actor,part_time_employee,0.93,-0.61,-0.03
actor,partner,2.31,1.53,0.42
actor,passenger,0.64,-0.63,-0.09
actor,passerby,0.29,-0.63,-0.54
actor,pastor,1.89,2.31,0.72
actor,patient,0.57,-1.49,-1.28
actor,patriot,1.69,1.59,1.54
actor,patrolman,1.01,1.24,0.33
actor,pawnbroker,-0.39,0.42,0.95
actor,pedestrian,0.66,-0.56,-0.54
actor,pediatrician,3.01,2.52,0.53
actor,peer,1.8,0.77,0.4
actor,person,0.93,0.95,0.35
actor,pessimist,-1.88,-0.89,-0.77
actor,pest,-2.41,-0.03,1.73
actor,pharmacist,2.09,1.38,-0.42
actor,philanthropist,2.56,1.98,0.28
actor,philosopher,1.47,0.89,-1.03
actor,phony,-2.93,-1.75,0.99
actor,photographer,1.68,1.2,-0.68
actor,physician,2.41,2.35,-0.04
actor,physicist,1.6,1.41,-0.43
actor,pickpocket,-2.95,0.43,-0.26
actor,pimp,-3.03,1.54,1.56
actor,plaintiff,0.17,0.65,0.22
actor,playboy,-1.04,0.46,1.96
actor,plumber,1.51,0.39,-0.11
actor,police_officer,1.05,2.49,1.43
actor,policeman,0.91,2.29,1.3
actor,policewoman,1.29,1.95,1.34
actor,political_scientist,0.81,0.86,0.3
actor,politician,-0.85,2.08,1.44
actor,pornographer,-1.26,0.51,0.92
actor,poser,-1.99,-1.73,0.36
actor,pothead,-0.8,-1.39,-1.88
actor,preacher,1.4,2.05,0.87
actor,president,1.29,2.98,1.13
actor,priest,1.89,2.13,-0.91
actor,principal,1.57,2.42,0.74
actor,prisoner,-1.81,-2.27,-0.43
actor,private_eye,0.35,1.47,-1.21
actor,probation_officer,0.12,2.09,0.73
actor,probationer,-0.15,0.58,0.41
actor,prodigy,2.18,2.41,0.88
actor,professional,1.72,2.23,0.09
actor,professor,1.83,2.27,0.24
actor,prosecuting_attorney,0.17,2.28,1.77
actor,prosecutor,0.15,2.53,1.46
actor,prostitute,-1.35,-1.35,0.93
actor,prude,-1.09,-0.43,-0.61
actor,psychiatric_patient,-0.22,-1.48,0.1
actor,psychiatrist,1.68,1.71,-1.02
actor,psychoanalyst,0.82,1.22,-0.58
actor,psychologist,1.61,1.44,-0.89
actor,psychopath,-2.4,0.33,0.97
actor,psychotic,-1.7,-0.38,1.28
actor,public_relations_specialist,1.5,1.74,1.24
actor,punk,-1.29,-0.98,1.25
actor,pupil,1.76,0.16,-0.19
actor,puritan,0.31,-0.24,-0.83
actor,pusher,-1.26,1.14,1.46
actor,quack,-1.37,-1.03,1.33
actor,queer,0.19,-0.38,0.97
actor,rabbi,1.97,1.99,-0.62
actor,racist,-3.6,-1.01,1.43
actor,racketeer,-0.97,0.77,1.29
actor,radio_and_television_announcer,0.76,1.24,2.44
actor,railroad_conductor,1.05,1.18,0.94
actor,railroad_engineer,1.17,1.05,1.07
actor,rake,0.94,-0.18,0.17
actor,rancher,1.06,0.38,-0.05
actor,rapist,-3.87,1.21,1.17
actor,rat,-1.98,-1.49,0.62
actor,real_estate_agent,0.79,1.04,1.21
actor,receptionist,1.27,-0.16,-0.04
actor,redneck,-0.83,-0.45,1.82
actor,referee,0.71,2.06,1.45
actor,relation,1.88,1.74,0.14
actor,relative,2.35,1.59,0.96
actor,reporter,0.66,1.46,2.08
actor,republican,0.15,0.92,0.62
actor,researcher,1.93,1.8,-0.56
actor,reservist,0.91,0.16,-0.82
actor,restaurant_operator,1.33,1.65,1.92
actor,retailer,0.54,0.79,1.01
actor,retiree,1.17,-0.15,-1.48
actor,ringleader,0.12,2.52,1.81
actor,rival,-0.88,1.28,1.32
actor,robber,-3.21,0.53,-0.04
actor,roofer,0.86,0.41,0.92
actor,rookie_cop,0.38,-0.62,0.2
actor,roommate,1.32,0.63,0.6
actor,runaway,-0.66,-0.62,0.34
actor,sadist,-2.34,0.87,0.55
actor,safecracker,-1.18,0.95,-0.49
actor,saint,3.12,2.47,-1.21
actor,salesclerk,0.77,-0.01,1.08
actor,salesperson,0.15,0.39,2.14
actor,scapegoat,-1.4,-1.59,-0.87
actor,scatterbrain,-1.4,-1.2,1.81
actor,schizophrenic,-0.92,-1.08,1.52
actor,scholar,2.48,2.24,-0.45
actor,scientist,1.89,1.84,-0.35
actor,scoundrel,-2.61,-0.46,1.4
actor,scrooge,-2.27,-0.37,-0.71
actor,secretary,1.59,-0.22,-0.31
actor,security_guard,1.38,1.49,-0.11
actor,self_employed_worker,1.87,1.81,0.85
actor,senator,0,2.12,0.81
actor,senior_citizen,1.67,-0.69,-1.74
actor,servant,0.53,-1.83,-1.24
actor,server,1.77,-0.07,0.71
actor,sewing_machine_operator,1.03,-0.53,-0.07
actor,sheet_metal_worker,0.91,0.31,1.15
actor,sheriff,1.07,2.42,1.07
actor,ship_captain,1.89,2.54,1.47
actor,ship_engineer,1.62,1.93,0.38
actor,shoe_repairman,1.49,0.15,-0.45
actor,shop_clerk,1.27,-0.38,0.1
actor,shopkeeper,1.15,0.25,0.22
actor,shoplifter,-2.35,-0.57,-0.3
actor,shopper,0.82,0.52,0.6
actor,shrew,-1.05,-1.14,0.18
actor,shrimp,0.96,-2.18,-1.11
actor,shrink,0.99,1.01,-0.9
actor,shut_in,-0.92,-1.96,-2.24
actor,shyster,-1.12,-1.09,-0.94
actor,sibling,2.31,1.49,1.43
actor,sidekick,1.67,-0.06,0.41
actor,simpleton,-0.38,-1.57,-1.41
actor,single_parent,1.07,1.16,0.57
actor,sinner,-1.72,-0.75,0.77
actor,sissy,-1.32,-1.86,-0.6
actor,sister,1.91,1.23,1.06
actor,sister_in_law,1.01,0.06,0.33
actor,skeptic,-0.05,0.28,-0.07
actor,skilled_worker,2.38,2.07,0.52
actor,slave,-1.86,-2.85,-1.28
actor,slave_driver,-3.28,1.6,1.66
actor,sleuth,-0.4,0.82,-1.26
actor,slob,-2.4,-1.22,-0.89
actor,slut,-1.89,-0.96,1.35
actor,smart_aleck,-1.24,-0.19,2.04
actor,smoker,-1.63,-1.26,-0.51
actor,snob,-2.34,-0.43,0.95
actor,snoop,-1.91,0.03,-1.61
actor,snot,-2.11,-0.89,0.77
actor,social_worker,2.12,1.27,-0.1
actor,socialist,-0.12,0.39,0.43
actor,soldier,1.84,1.88,1.45
actor,son,1.68,1.4,0.86
actor,son_in_law,1.04,0.32,0.07
actor,sophisticate,1.55,1.9,0.07
actor,sophomore,0.96,0.14,0.55
actor,sorehead,-1.93,-0.76,0.11
actor,soulmate,3.26,2.85,0.4
actor,specialist,2.01,2.11,0.52
actor,spectator,0.49,-0.6,-0.21
actor,speech_language_pathologist,1.86,1.22,-0.43
actor,speeder,-1.2,0.7,2.84
actor,spoilsport,-1.91,-0.25,0.9
actor,spook,-1.07,0.23,0.98
actor,sports_fan,1.24,0.33,3.08
actor,spouse,2.7,1.94,0.39
actor,spy,-0.05,1.66,-1.03
actor,star,1.95,2.45,0.85
actor,state_trooper,0.33,2.23,1.08
actor,statistician,0.91,0.63,-0.7
actor,steel_worker,0.83,0.53,1.05
actor,stenographer,0.74,0.06,-0.4
actor,stepbrother,0.46,0.25,0.51
actor,stepchild,0.2,-0.29,0.22
actor,stepdaughter,0.92,0.17,0.46
actor,stepfather,0.24,0.7,0.19
actor,stepmother,0.12,0.35,0.36
actor,stepparent,-0.1,-0.05,-0.05
actor,stepsister,0.5,0.19,0.31
actor,stepson,0.54,-0.08,0.56
actor,stockbroker,0.27,1.82,1.51
actor,stockholder,0.58,1.12,0.53
actor,storyteller,2.15,1.62,0.3
actor,stranger,-0.15,-0.13,-0.2
actor,street_musician,1.23,-0.45,1.71
actor,street_preacher,-0.36,-0.4,2.06
actor,streetwalker,-0.81,-1.33,0
actor,stripper,-1.12,-1.14,1.13
actor,student,1.67,0.48,0.11
actor,student_teacher,1.8,0.32,0.47
actor,subordinate,0.2,-1.28,-0.85
actor,sucker,-1.39,-1.93,-0.53
actor,superior,0.68,2.66,1.07
actor,superordinate,0.36,0.77,0.35
actor,supervisor,0.76,1.99,0.73
actor,supporter,2.72,2.22,1.12
actor,surgeon,2.92,3.05,-0.33
actor,survivor,2.9,2.8,0.63
actor,suspect,-0.97,-0.94,-0.3
actor,sweetheart,2.75,1.54,0.07
actor,switchboard_operator,0.79,0.54,0.74
actor,systems_engineer,1.36,1.41,-0.06
actor,tailor,1.25,0.09,-0.6
actor,tax_preparer,0.69,1.31,-0.7
actor,taxi_driver,0.75,-0.34,1.67
actor,taxpayer,1.3,-0.2,-0.14
actor,teacher,2.5,2.31,0.32
actor,teammate,2.76,2.17,1.72
actor,tease,-1.29,0.41,0.81
actor,technician,1.67,1.08,0.45
actor,teenager,0.24,-0.58,1.78
actor,teetotaler,-0.25,-0.33,0.08
actor,telemarketer,-1.76,-1.55,1.76
actor,telephone_installer,0.93,-0.11,0.04
actor,telephone_operator,0.4,-0.18,0.57
actor,temporary_worker,0.53,-1.28,-0.28
actor,tenant,0.73,-0.69,-0.04
actor,terrorist,-3.8,2.16,1.13
actor,textile_worker,0.82,-0.68,0.2
actor,thief,-3.13,-0.05,-0.62
actor,thug,-2.41,0.38,1.29
actor,ticket_taker,0.36,-0.47,0.09
actor,toddler,1.28,-1.6,2.1
actor,tomboy,0.72,0.73,0.86
actor,tool_and_die_maker,0.8,0.19,-0.15
actor,topless_dancer,-0.63,-0.49,1.54
actor,tot,0.77,-1.6,1.27
actor,tourist,0.55,-0.83,1.19
actor,trainee,0.88,-1.42,-0.62
actor,traitor,-2.8,0.12,-0.51
actor,tramp,-2.18,-1.43,1.11
actor,transportation_ticket_agent,0.4,0.01,0.26
actor,travel_agent,1.43,0.54,0.98
actor,traveler,1.55,0.73,0.57
actor,trespasser,-2.26,0.04,-0.73
actor,troublemaker,-2.2,0.65,2.26
actor,truant,-0.69,0.03,0.26
actor,truck_driver,0.61,0.55,0.51
actor,truelove,3.29,3.14,0.47
actor,tutor,2.39,1.66,-0.31
actor,tv_repairman,0.96,-0.04,-0.21
actor,typist,0.61,-0.38,1.04
actor,umpire,0.97,1.86,1.51
actor,uncle,1.85,1.13,0.74
actor,underachiever,-1.79,-1.81,-1.42
actor,underdog,1.14,-0.63,-0.22
actor,undergraduate,1.58,0.03,1.2
actor,undertaker,0.39,0.86,-0.61
actor,unemployed_person,-0.49,-1.74,-1.05
actor,union_member,0.75,0.78,1.14
actor,university_student,1.64,0.77,1.48
actor,unwanted_child,-1.63,-1.91,-0.66
actor,unwed_father,-0.19,0.25,0.04
actor,unwed_mother,-0.02,0.15,0.4
actor,unwed_parent,-0.09,0.21,0.17
actor,usher,1.61,0.83,-0.29
actor,vagrant,-1.44,-1.6,-0.44
actor,vandal,-2.07,-0.19,0.61
actor,veterinarian,2.8,2.01,-0.09
actor,victim,-0.3,-2.53,-1.26
actor,vigilante,-0.13,1.1,1.49
actor,villain,-3.12,1.62,1.29
actor,vip,1.02,2.27,1.28
actor,virgin,1.53,1,-0.95
actor,visitor,1.17,-0.09,0.12
actor,voter,1.92,1.71,-0.01
actor,wage_earner,1.76,1.13,0.09
actor,waiter,1.31,-0.16,1.27
actor,waitress,1.5,-0.21,1.3
actor,wallflower,0.24,-1.35,-2.14
actor,ward_of_the_state,0.02,-0.47,-0.06
actor,warden,-0.18,2.25,0.84
actor,watchman,1.5,1.4,-1.28
actor,weakling,-1.31,-2.77,-1.87
actor,web_developer,1.21,1.22,-0.96
actor,weirdo,-0.59,-0.78,-0.19
actor,welder,0.92,0.51,0.88
actor,welfare_recipient,-0.41,-2.02,-0.74
actor,white_collar_worker,1.06,1.26,0.42
actor,white_man,0.82,1.67,0.4
actor,white_supremacist,-3.25,-0.28,1.32
actor,white_woman,0.89,0.8,0.21
actor,wholesaler,0.8,1.08,0.54
actor,whore,-1.69,-1.47,1.31
actor,widow,-0.1,-0.54,-1.27
actor,widower,-0.34,-1.02,-1.37
actor,wife,2.62,2.21,1.03
actor,wife_abuser,-3.87,0.75,1.7
actor,windbag,-0.74,-0.42,0.99
actor,winner,2.73,2.81,2.01
actor,witness,1.46,1.73,0.03
actor,woman,1.75,1.14,0.46
actor,womanizer,-1.85,0.73,1.64
actor,worker,1.43,0.37,0.48
actor,writer,1.55,2.03,-1.18
actor,youngster,1.1,-0.81,2.14
behavior,abandon,-3.31,-0.08,-0.11
behavior,abduct,-3.81,1.98,1.35
behavior,abet,0.03,0.34,-0.18
behavior,abhor,-2.13,0.9,0.62
behavior,abort,-1.85,1.33,-0.21
behavior,abuse,-3.85,0.61,1.51
behavior,accept,2.67,2.4,-0.29
behavior,acclaim,1.53,1.27,1.07
behavior,accommodate,2.55,1.67,0.41
behavior,accost,-1.34,0.89,1.4
behavior,accuse,-1.73,1.08,1.4
behavior,acknowledge,2.65,1.97,0.42
behavior,address,1.4,1.31,0.43
behavior,admire,2.19,1.38,-0.31
behavior,admit,0.92,1.16,0.18
behavior,admonish,-0.38,0.58,0.53
behavior,adopt,3.12,2.88,0.15
behavior,adore,2.56,1.54,0.11
behavior,advise,2.57,2.28,0.28
behavior,aggravate,-2.33,0.52,1.91
behavior,agitate,-2.11,0.49,1.55
behavior,agree_with,1.77,1.18,0.13
behavior,aid,3.15,2.62,0.43
behavior,alarm,-0.36,1.43,2.22
behavior,alert,2.2,2,2.02
behavior,alienate,-2.79,1.01,-0.63
behavior,allow,1.19,1.41,-0.04
behavior,amaze,2.59,2.71,1.62
behavior,amuse,2.51,2.01,1.79
behavior,analyze,0.53,1.12,-0.64
behavior,anger,-2.22,0.96,1.65
behavior,annihilate,-2.92,2.17,1.91
behavior,annoy,-1.95,0.51,1.63
behavior,answer,1.84,1.16,0.36
behavior,antagonize,-2.8,0.77,1.55
behavior,apologize_to,2.7,2.35,-0.92
behavior,appeal_to,1.95,1.79,0.05
behavior,appease,0.61,0.23,-0.36
behavior,applaud,2.97,2.4,2.5
behavior,appoint,1.7,2.32,0.31
behavior,appreciate,3.38,2.62,-0.16
behavior,apprehend,0.16,1.9,1.66
behavior,approach,1.51,1.44,0.6
behavior,approve_of,2.12,1.93,-0.24
behavior,argue_with,-1.57,1.18,2.22
behavior,arm,-0.65,2.12,1.27
behavior,arouse,1.92,1.99,0.82
behavior,arrest,-0.07,2.36,1.92
behavior,ask,1.87,1.27,0.05
behavior,ask_about,1.62,0.87,0.06
behavior,ask_about_something,1.65,1.3,0.34
behavior,ask_out,2.35,1.81,0.44
behavior,assail,-1.44,0.84,1.39
behavior,assassinate,-3.34,2.45,0.9
behavior,assault,-3.46,1.45,2.32
behavior,assess,0.39,1.03,-0.6
behavior,assist,3.12,2.36,0.45
behavior,associate_with,1.78,1.31,0.53
behavior,assure,2.66,2.16,-0.37
behavior,astonish,1.66,2.21,1.51
behavior,astound,1.67,2.05,1.41
behavior,attack,-3.1,1.43,2.35
behavior,attend_to,2.51,1.79,0.26
behavior,attract,2.48,2.63,0.63
behavior,authorize,1.07,2.11,0.39
behavior,avenge,-0.23,1.82,0.99
behavior,avoid,-1.41,-0.31,-0.62
behavior,awaken,-0.66,1.3,1.23
behavior,awe,2.04,1.82,0.19
behavior,babble_to,-0.89,-0.66,1.88
behavior,baby,-1.2,-0.46,-0.92
behavior,back,2.07,1.97,0.74
behavior,backstab,-3.37,0.79,0.44
behavior,badger,-1.92,-0.12,1.92
behavior,bait,-1.85,0.83,-0.32
behavior,ban,-1.59,2.09,0.89
behavior,banish,-2.2,1.89,1.01
behavior,bankrupt,-3.28,1.06,0.14
behavior,banter_with,0.62,0.7,1.8
behavior,baptize,1.72,1.95,0.25
behavior,bargain_with,1.16,1.13,0.82
behavior,barricade,-1.87,1.47,0.76
behavior,barter_with,1.19,1.31,1.46
behavior,bash,-2.71,0.15,1.53
behavior,bathe,1.42,0.54,-0.71
behavior,bawl_out,-1.23,0.31,1.41
behavior,be_intimate_with,2.49,2.4,-0.28
behavior,be_sarcastic_toward,-0.71,0.47,1.09
behavior,beam_at,1.44,1.34,0.11
behavior,beat,-1.8,1.55,1.84
behavior,beat_up,-3.16,1.36,2.41
behavior,beckon_to,0.28,0.68,0.39
behavior,befriend,2.36,2.17,0.16
behavior,befuddle,-1.2,0.33,0.76
behavior,beg,-1.58,-2.02,0.71
behavior,begrudge,-1.68,0.32,-0.44
behavior,believe,1.81,1.7,-0.01
behavior,belittle,-3.37,0.01,-0.12
behavior,bellow_at,-1.26,0.79,1.96
behavior,bend,-0.91,1.16,0
behavior,bequeath_to,0.67,1.11,-0.12
behavior,berate,-2.27,0.59,1.57
behavior,beseech,-0.69,0.49,0.47
behavior,bestow_something_to,2.07,2.11,0.52
behavior,betray,-3.34,0.53,0.26
behavior,bewilder,-0.34,0.68,0.65
behavior,bewitch,-1.17,1.34,0.46
behavior,bias,-1.78,0.08,0.09
behavior,bicker_with,-1.85,0.3,2.11
behavior,bill,-0.31,1.26,-0.18
behavior,bind,-1.57,1.51,0.37
behavior,bite,-2.48,0.78,1.47
behavior,blabber_to,-1.26,-0.39,1.79
behavior,blackmail,-3.13,1.35,-0.22
behavior,blame,-2.03,-0.48,0.93
behavior,bless,2.35,1.93,-0.1
behavior,blind,-3.24,1.4,0.64
behavior,block,-1.06,1.35,0.52
behavior,bluff,-1.03,0.9,-0.11
behavior,borrow_money_from,-0.72,-0.74,-0.5
behavior,boss,-1.12,1.57,1.48
behavior,bother,-2.17,0.32,1.84
behavior,bow_to,1.13,0.17,-1.31
behavior,box,-1.08,1.43,1.89
behavior,brawl_with,-2,0.71,2.64
behavior,break_up_with,-1.38,1.25,0.6
behavior,bribe,-1.54,0.87,0.26
behavior,brief,1.18,1.08,0.44
behavior,browbeat,-1.96,0.89,0.85
behavior,brush_off,-1.55,0.8,-0.38
behavior,brutalize,-3.64,0.85,1.73
behavior,bug,-1.8,0.09,1.54
behavior,bully,-3.52,0.65,1.56
behavior,bury,-0.52,0.99,-1.56
behavior,butter_up,0.01,1.01,0.28
behavior,cajole,-0.6,0.6,0.89
behavior,call,1.49,1.1,0.97
behavior,calm,2.84,2.08,-1.99
behavior,captivate,2.27,2.92,1.48
behavior,capture,-1.1,2.06,1.32
behavior,care_for,3.39,3,-0.36
behavior,caress,2.32,1.51,-1.77
behavior,catch,1.01,1.63,1.12
behavior,caution,2.04,1.32,0.56
behavior,cave_in_to,-1.24,-1.34,-0.7
behavior,censure,-0.9,0.81,-0.22
behavior,challenge,1.29,2.04,1.5
behavior,charge,-0.81,1.32,1.2
behavior,charm,1.91,2,0.49
behavior,chase,-0.79,0.78,1.94
behavior,chastise,-1.38,0.76,1.02
behavior,chat_with,2.18,1.13,1
behavior,chatter_to,0.6,0.14,1.5
behavior,cheat,-3.29,0.15,-0.14
behavior,cheat_on,-3.64,0.4,0.08
behavior,cheer,3.16,2.61,2.28
behavior,cheer_up,3.28,2.69,1.03
behavior,chew_out,-2.08,1.2,2.32
behavior,chide,-0.93,0.46,0.62
behavior,choke,-3.45,1.92,1.65
behavior,choose,2.11,2.44,-0.09
behavior,cling_to,-0.84,-1.39,-0.13
behavior,club,-2.85,1.58,1.93
behavior,coach,2.48,2.18,1.21
behavior,coax,-0.13,0.99,-0.11
behavior,coddle,-0.2,0.36,-0.43
behavior,coerce,-1.04,1.64,0.52
behavior,collaborate_with,2.3,2.07,0.77
behavior,combat,-1.32,1.3,1.94
behavior,comfort,3.38,2.6,-1.39
behavior,command,-0.43,2.22,1.68
behavior,commend,2.31,1.96,0.47
behavior,compensate,2.43,1.45,0
behavior,compete_with,1.27,1.47,1.78
behavior,complain_about,-1.69,-0.86,1.03
behavior,complain_to,-0.93,-0.46,1.33
behavior,compliment,3.02,2.55,0.59
behavior,comply_with,1.15,0.14,-0.51
behavior,compromise_with,2.08,1.97,-0.18
behavior,con,-2.75,0.91,0.7
behavior,concede_to,-0.44,-0.66,-0.98
behavior,concur_with,1.61,1.21,-0.04
behavior,condemn,-2.62,1.42,0.93
behavior,confer_with,1.58,1.4,-0.13
behavior,confess_to,1.69,1.69,0.03
behavior,confide_in,1.96,1.65,-1.26
behavior,confine,-2.18,1.05,-0.16
behavior,confound,-0.32,1,0.4
behavior,confront,0.39,1.99,1.28
behavior,confuse,-1.26,0.5,0.07
behavior,congratulate,2.88,2.13,1.51
behavior,consider,2.05,1.49,-0.24
behavior,console,2.72,2.15,-1.12
behavior,conspire_against,-2.19,1.17,-0.26
behavior,conspire_with,-0.53,1.24,0.08
behavior,constrain,-1.91,1.47,0.65
behavior,consult,1.77,1.16,0.04
behavior,contact,1.53,1.31,0.74
behavior,contemplate,0.96,1.1,-1.22
behavior,contradict,-0.31,0.67,0.71
behavior,control,-2.01,2.32,0.25
behavior,converse_with,2.19,1.67,0.78
behavior,convert,0.13,1.94,-0.13
behavior,convict,-0.47,1.97,0.66
behavior,convince,1.11,2.14,0.58
behavior,cooperate_with,2.85,1.81,-0.32
behavior,corner,-1.73,1.61,0.95
behavior,correct,0.49,1.02,0.85
behavior,corrupt,-3.03,1.8,-0.07
behavior,counsel,2.62,2.23,-0.94
behavior,court,1.93,1.62,-0.3
behavior,cripple,-3.31,1.4,0.93
behavior,criticize,-1.12,0.73,1.15
behavior,cross_examine,0.11,1.28,0.76
behavior,cry_for,0.42,0.7,0.13
behavior,cuddle,3.17,1.75,-1.8
behavior,cue,1.19,1.44,0.16
behavior,cure,3.71,3.63,0.07
behavior,curry_favor_from,0.28,0.15,0.37
behavior,curse,-2.51,0.22,1.31
behavior,curtsey_to,1.52,0.12,-0.9
behavior,cut,-3.07,1.62,0.6
behavior,cut_off_relations_with,-0.92,1.45,0
behavior,cut_someone_down_to_size,-1.3,1.14,1.32
behavior,cut_the_pay_of,-2.29,1.97,0.14
behavior,damn,-2.68,0.79,1.24
behavior,dance_with,2.71,1.48,0.95
behavior,dare,-0.53,0.86,1.24
behavior,date,2.24,1.53,0.75
behavior,dazzle,2.31,2.06,1.57
behavior,deafen,-2.47,0.99,1.58
behavior,debase,-1.72,0.34,0.22
behavior,debate_with,1.15,1.73,1.81
behavior,debrief,1.39,1.52,0.07
behavior,deceive,-2.86,0.43,-0.27
behavior,decorate,1.28,1.11,0.63
behavior,defame,-1.86,0.8,0.99
behavior,defeat,0.82,2.08,1.38
behavior,defend,2.74,2.86,1.64
behavior,defer_to,-0.16,0.43,-0.44
behavior,defile,-3.13,0.46,1.09
behavior,deflate,-2.26,1.08,0.53
behavior,defy,-1.2,1.24,0.83
behavior,degrade,-3.52,0.75,0.18
behavior,delay,-1.93,0.47,-0.12
behavior,delay_payment_to,-2.72,0.05,-0.97
behavior,delight,2.9,2.25,0.93
behavior,delude,-1.71,1.1,-0.48
behavior,demand,-1.34,1.46,1.57
behavior,demean,-2.63,0.5,1.2
behavior,demoralize,-3.18,1,0.66
behavior,demote,-1.34,1.27,0.43
behavior,denigrate,-2.07,0.6,0.74
behavior,denounce,-1.87,1.29,1.08
behavior,deny,-0.87,1.51,0.1
behavior,deport,-1.41,2.02,1.05
behavior,deprave,-2.41,0.64,-0.05
behavior,deprecate,-2.3,0.18,0.54
behavior,depress,-3.39,0.71,-0.93
behavior,deprive,-2.39,1.23,-0.34
behavior,deride,-1.58,0.05,0.67
behavior,desert,-2.86,0.48,-0.07
behavior,desire,1.2,0.8,-0.08
behavior,desire_sexually,1.58,1.51,1.28
behavior,despise,-2.11,0.29,0.2
behavior,destroy,-3.73,2.28,1.84
behavior,detain,-0.91,1.81,0.47
behavior,deter,-1.09,1.05,0.24
behavior,detest,-1.97,0.26,0.48
behavior,diagnose,1.21,2.07,-0.5
behavior,dicker_with,-1.17,-0.04,0.91
behavior,diddle,-0.86,0.46,1.07
behavior,dine_with,2.38,1.21,0.07
behavior,direct,1.59,1.94,1.02
behavior,disable,-2.7,0.75,0.77
behavior,disagree_with,0.11,1.26,1.09
behavior,disappoint,-2.75,-0.2,-1.01
behavior,disapprove_of,-0.81,1.1,-0.03
behavior,disbelieve,-0.72,0.74,-0.4
behavior,discharge,-0.46,1.54,0.2
behavior,discipline,0.92,1.9,1.07
behavior,discomfort,-2.29,0.59,0.52
behavior,disconcert,-1.4,0.44,0.01
behavior,discourage,-2.55,0.05,0.22
behavior,discredit,-1.79,1.24,0.64
behavior,discriminate_against,-3.49,-0.05,0.29
behavior,discuss_something_with,1.63,1.4,0.23
behavior,disenchant,-1.34,0.42,-0.01
behavior,disgrace,-2.5,0.66,0.44
behavior,disillusion,-1.73,1.09,0.37
behavior,dislike,-1.19,0.47,-0.17
behavior,dismay,-1.88,0.26,-0.01
behavior,dismiss,-1.68,1.18,0.35
behavior,disobey,-1.39,0.88,0.59
behavior,disparage,-2.27,0.44,0.31
behavior,displease,-1.82,0.06,0.22
