"ABO","term","E","P","A"
"behavior","abandon",-3.31,-0.08,-0.11
"behavior","abduct",-3.81,1.98,1.35
"behavior","abet",0.03,0.34,-0.18
"behavior","abhor",-2.13,0.9,0.62
"behavior","abort",-1.85,1.33,-0.21
"behavior","abuse",-3.85,0.61,1.51
"behavior","accept",2.67,2.4,-0.29
"behavior","acclaim",1.53,1.27,1.07
"behavior","accommodate",2.55,1.67,0.41
"behavior","accost",-1.34,0.89,1.4
"behavior","accuse",-1.73,1.08,1.4
"behavior","acknowledge",2.65,1.97,0.42
"behavior","address",1.4,1.31,0.43
"behavior","admire",2.19,1.38,-0.31
"behavior","admit",0.92,1.16,0.18
"behavior","admonish",-0.38,0.58,0.53
"behavior","adopt",3.12,2.88,0.15
"behavior","adore",2.56,1.54,0.11
"behavior","advise",2.57,2.28,0.28
"behavior","aggravate",-2.33,0.52,1.91
"behavior","agitate",-2.11,0.49,1.55
"behavior","agree_with",1.77,1.18,0.13
"behavior","aid",3.15,2.62,0.43
"behavior","alarm",-0.36,1.43,2.22
"behavior","alert",2.2,2,2.02
"behavior","alienate",-2.79,1.01,-0.63
"behavior","allow",1.19,1.41,-0.04
"behavior","amaze",2.59,2.71,1.62
"behavior","amuse",2.51,2.01,1.79
"behavior","analyze",0.53,1.12,-0.64
"behavior","anger",-2.22,0.96,1.65
"behavior","annihilate",-2.92,2.17,1.91
"behavior","annoy",-1.95,0.51,1.63
"behavior","answer",1.84,1.16,0.36
"behavior","antagonize",-2.8,0.77,1.55
"behavior","apologize_to",2.7,2.35,-0.92
"behavior","appeal_to",1.95,1.79,0.05
"behavior","appease",0.61,0.23,-0.36
"behavior","applaud",2.97,2.4,2.5
"behavior","appoint",1.7,2.32,0.31
"behavior","appreciate",3.38,2.62,-0.16
"behavior","apprehend",0.16,1.9,1.66
"behavior","approach",1.51,1.44,0.6
"behavior","approve_of",2.12,1.93,-0.24
"behavior","argue_with",-1.57,1.18,2.22
"behavior","arm",-0.65,2.12,1.27
"behavior","arouse",1.92,1.99,0.82
"behavior","arrest",-0.07,2.36,1.92
"behavior","ask",1.87,1.27,0.05
"behavior","ask_about",1.62,0.87,0.06
"behavior","ask_about_something",1.65,1.3,0.34
"behavior","ask_out",2.35,1.81,0.44
"behavior","assail",-1.44,0.84,1.39
"behavior","assassinate",-3.34,2.45,0.9
"behavior","assault",-3.46,1.45,2.32
"behavior","assess",0.39,1.03,-0.6
"behavior","assist",3.12,2.36,0.45
"behavior","associate_with",1.78,1.31,0.53
"behavior","assure",2.66,2.16,-0.37
"behavior","astonish",1.66,2.21,1.51
"behavior","astound",1.67,2.05,1.41
"behavior","attack",-3.1,1.43,2.35
"behavior","attend_to",2.51,1.79,0.26
"behavior","attract",2.48,2.63,0.63
"behavior","authorize",1.07,2.11,0.39
"behavior","avenge",-0.23,1.82,0.99
"behavior","avoid",-1.41,-0.31,-0.62
"behavior","awaken",-0.66,1.3,1.23
"behavior","awe",2.04,1.82,0.19
"behavior","babble_to",-0.89,-0.66,1.88
"behavior","baby",-1.2,-0.46,-0.92
"behavior","back",2.07,1.97,0.74
"behavior","backstab",-3.37,0.79,0.44
"behavior","badger",-1.92,-0.12,1.92
"behavior","bait",-1.85,0.83,-0.32
"behavior","ban",-1.59,2.09,0.89
"behavior","banish",-2.2,1.89,1.01
"behavior","bankrupt",-3.28,1.06,0.14
"behavior","banter_with",0.62,0.7,1.8
"behavior","baptize",1.72,1.95,0.25
"behavior","bargain_with",1.16,1.13,0.82
"behavior","barricade",-1.87,1.47,0.76
"behavior","barter_with",1.19,1.31,1.46
"behavior","bash",-2.71,0.15,1.53
"behavior","bathe",1.42,0.54,-0.71
"behavior","bawl_out",-1.23,0.31,1.41
"behavior","be_intimate_with",2.49,2.4,-0.28
"behavior","be_sarcastic_toward",-0.71,0.47,1.09
"behavior","beam_at",1.44,1.34,0.11
"behavior","beat",-1.8,1.55,1.84
"behavior","beat_up",-3.16,1.36,2.41
"behavior","beckon_to",0.28,0.68,0.39
"behavior","befriend",2.36,2.17,0.16
"behavior","befuddle",-1.2,0.33,0.76
"behavior","beg",-1.58,-2.02,0.71
"behavior","begrudge",-1.68,0.32,-0.44
"behavior","believe",1.81,1.7,-0.01
"behavior","belittle",-3.37,0.01,-0.12
"behavior","bellow_at",-1.26,0.79,1.96
"behavior","bend",-0.91,1.16,0
"behavior","bequeath_to",0.67,1.11,-0.12
"behavior","berate",-2.27,0.59,1.57
"behavior","beseech",-0.69,0.49,0.47
"behavior","bestow_something_to",2.07,2.11,0.52
"behavior","betray",-3.34,0.53,0.26
"behavior","bewilder",-0.34,0.68,0.65
"behavior","bewitch",-1.17,1.34,0.46
"behavior","bias",-1.78,0.08,0.09
"behavior","bicker_with",-1.85,0.3,2.11
"behavior","bill",-0.31,1.26,-0.18
"behavior","bind",-1.57,1.51,0.37
"behavior","bite",-2.48,0.78,1.47
"behavior","blabber_to",-1.26,-0.39,1.79
"behavior","blackmail",-3.13,1.35,-0.22
"behavior","blame",-2.03,-0.48,0.93
"behavior","bless",2.35,1.93,-0.1
"behavior","blind",-3.24,1.4,0.64
"behavior","block",-1.06,1.35,0.52
"behavior","bluff",-1.03,0.9,-0.11
"behavior","borrow_money_from",-0.72,-0.74,-0.5
"behavior","boss",-1.12,1.57,1.48
"behavior","bother",-2.17,0.32,1.84
"behavior","bow_to",1.13,0.17,-1.31
"behavior","box",-1.08,1.43,1.89
"behavior","brawl_with",-2,0.71,2.64
"behavior","break_up_with",-1.38,1.25,0.6
"behavior","bribe",-1.54,0.87,0.26
"behavior","brief",1.18,1.08,0.44
"behavior","browbeat",-1.96,0.89,0.85
"behavior","brush_off",-1.55,0.8,-0.38
"behavior","brutalize",-3.64,0.85,1.73
"behavior","bug",-1.8,0.09,1.54
"behavior","bully",-3.52,0.65,1.56
"behavior","bury",-0.52,0.99,-1.56
"behavior","butter_up",0.01,1.01,0.28
"behavior","cajole",-0.6,0.6,0.89
"behavior","call",1.49,1.1,0.97
"behavior","calm",2.84,2.08,-1.99
"behavior","captivate",2.27,2.92,1.48
"behavior","capture",-1.1,2.06,1.32
"behavior","care_for",3.39,3,-0.36
"behavior","caress",2.32,1.51,-1.77
"behavior","catch",1.01,1.63,1.12
"behavior","caution",2.04,1.32,0.56
"behavior","cave_in_to",-1.24,-1.34,-0.7
"behavior","censure",-0.9,0.81,-0.22
"behavior","challenge",1.29,2.04,1.5
"behavior","charge",-0.81,1.32,1.2
"behavior","charm",1.91,2,0.49
"behavior","chase",-0.79,0.78,1.94
"behavior","chastise",-1.38,0.76,1.02
"behavior","chat_with",2.18,1.13,1
"behavior","chatter_to",0.6,0.14,1.5
"behavior","cheat",-3.29,0.15,-0.14
"behavior","cheat_on",-3.64,0.4,0.08
"behavior","cheer",3.16,2.61,2.28
"behavior","cheer_up",3.28,2.69,1.03
"behavior","chew_out",-2.08,1.2,2.32
"behavior","chide",-0.93,0.46,0.62
"behavior","choke",-3.45,1.92,1.65
"behavior","choose",2.11,2.44,-0.09
"behavior","cling_to",-0.84,-1.39,-0.13
"behavior","club",-2.85,1.58,1.93
"behavior","coach",2.48,2.18,1.21
"behavior","coax",-0.13,0.99,-0.11
"behavior","coddle",-0.2,0.36,-0.43
"behavior","coerce",-1.04,1.64,0.52
"behavior","collaborate_with",2.3,2.07,0.77
"behavior","combat",-1.32,1.3,1.94
"behavior","comfort",3.38,2.6,-1.39
"behavior","command",-0.43,2.22,1.68
"behavior","commend",2.31,1.96,0.47
"behavior","compensate",2.43,1.45,0
"behavior","compete_with",1.27,1.47,1.78
"behavior","complain_about",-1.69,-0.86,1.03
"behavior","complain_to",-0.93,-0.46,1.33
"behavior","compliment",3.02,2.55,0.59
"behavior","comply_with",1.15,0.14,-0.51
"behavior","compromise_with",2.08,1.97,-0.18
"behavior","con",-2.75,0.91,0.7
"behavior","concede_to",-0.44,-0.66,-0.98
"behavior","concur_with",1.61,1.21,-0.04
"behavior","condemn",-2.62,1.42,0.93
"behavior","confer_with",1.58,1.4,-0.13
"behavior","confess_to",1.69,1.69,0.03
"behavior","confide_in",1.96,1.65,-1.26
"behavior","confine",-2.18,1.05,-0.16
"behavior","confound",-0.32,1,0.4
"behavior","confront",0.39,1.99,1.28
"behavior","confuse",-1.26,0.5,0.07
"behavior","congratulate",2.88,2.13,1.51
"behavior","consider",2.05,1.49,-0.24
"behavior","console",2.72,2.15,-1.12
"behavior","conspire_against",-2.19,1.17,-0.26
"behavior","conspire_with",-0.53,1.24,0.08
"behavior","constrain",-1.91,1.47,0.65
"behavior","consult",1.77,1.16,0.04
"behavior","contact",1.53,1.31,0.74
"behavior","contemplate",0.96,1.1,-1.22
"behavior","contradict",-0.31,0.67,0.71
"behavior","control",-2.01,2.32,0.25
"behavior","converse_with",2.19,1.67,0.78
"behavior","convert",0.13,1.94,-0.13
"behavior","convict",-0.47,1.97,0.66
"behavior","convince",1.11,2.14,0.58
"behavior","cooperate_with",2.85,1.81,-0.32
"behavior","corner",-1.73,1.61,0.95
"behavior","correct",0.49,1.02,0.85
"behavior","corrupt",-3.03,1.8,-0.07
"behavior","counsel",2.62,2.23,-0.94
"behavior","court",1.93,1.62,-0.3
"behavior","cripple",-3.31,1.4,0.93
"behavior","criticize",-1.12,0.73,1.15
"behavior","cross_examine",0.11,1.28,0.76
"behavior","cry_for",0.42,0.7,0.13
"behavior","cuddle",3.17,1.75,-1.8
"behavior","cue",1.19,1.44,0.16
"behavior","cure",3.71,3.63,0.07
"behavior","curry_favor_from",0.28,0.15,0.37
"behavior","curse",-2.51,0.22,1.31
"behavior","curtsey_to",1.52,0.12,-0.9
"behavior","cut",-3.07,1.62,0.6
"behavior","cut_off_relations_with",-0.92,1.45,0
"behavior","cut_someone_down_to_size",-1.3,1.14,1.32
"behavior","cut_the_pay_of",-2.29,1.97,0.14
"behavior","damn",-2.68,0.79,1.24
"behavior","dance_with",2.71,1.48,0.95
"behavior","dare",-0.53,0.86,1.24
"behavior","date",2.24,1.53,0.75
"behavior","dazzle",2.31,2.06,1.57
"behavior","deafen",-2.47,0.99,1.58
"behavior","debase",-1.72,0.34,0.22
"behavior","debate_with",1.15,1.73,1.81
"behavior","debrief",1.39,1.52,0.07
"behavior","deceive",-2.86,0.43,-0.27
"behavior","decorate",1.28,1.11,0.63
"behavior","defame",-1.86,0.8,0.99
"behavior","defeat",0.82,2.08,1.38
"behavior","defend",2.74,2.86,1.64
"behavior","defer_to",-0.16,0.43,-0.44
"behavior","defile",-3.13,0.46,1.09
"behavior","deflate",-2.26,1.08,0.53
"behavior","defy",-1.2,1.24,0.83
"behavior","degrade",-3.52,0.75,0.18
"behavior","delay",-1.93,0.47,-0.12
"behavior","delay_payment_to",-2.72,0.05,-0.97
"behavior","delight",2.9,2.25,0.93
"behavior","delude",-1.71,1.1,-0.48
"behavior","demand",-1.34,1.46,1.57
"behavior","demean",-2.63,0.5,1.2
"behavior","demoralize",-3.18,1,0.66
"behavior","demote",-1.34,1.27,0.43
"behavior","denigrate",-2.07,0.6,0.74
"behavior","denounce",-1.87,1.29,1.08
"behavior","deny",-0.87,1.51,0.1
"behavior","deport",-1.41,2.02,1.05
"behavior","deprave",-2.41,0.64,-0.05
"behavior","deprecate",-2.3,0.18,0.54
"behavior","depress",-3.39,0.71,-0.93
"behavior","deprive",-2.39,1.23,-0.34
"behavior","deride",-1.58,0.05,0.67
"behavior","desert",-2.86,0.48,-0.07
"behavior","desire",1.2,0.8,-0.08
"behavior","desire_sexually",1.58,1.51,1.28
"behavior","despise",-2.11,0.29,0.2
"behavior","destroy",-3.73,2.28,1.84
"behavior","detain",-0.91,1.81,0.47
"behavior","deter",-1.09,1.05,0.24
"behavior","detest",-1.97,0.26,0.48
"behavior","diagnose",1.21,2.07,-0.5
"behavior","dicker_with",-1.17,-0.04,0.91
"behavior","diddle",-0.86,0.46,1.07
"behavior","dine_with",2.38,1.21,0.07
"behavior","direct",1.59,1.94,1.02
"behavior","disable",-2.7,0.75,0.77
"behavior","disagree_with",0.11,1.26,1.09
"behavior","disappoint",-2.75,-0.2,-1.01
"behavior","disapprove_of",-0.81,1.1,-0.03
"behavior","disbelieve",-0.72,0.74,-0.4
"behavior","discharge",-0.46,1.54,0.2
"behavior","discipline",0.92,1.9,1.07
"behavior","discomfort",-2.29,0.59,0.52
"behavior","disconcert",-1.4,0.44,0.01
"behavior","discourage",-2.55,0.05,0.22
"behavior","discredit",-1.79,1.24,0.64
"behavior","discriminate_against",-3.49,-0.05,0.29
"behavior","discuss_something_with",1.63,1.4,0.23
"behavior","disenchant",-1.34,0.42,-0.01
"behavior","disgrace",-2.5,0.66,0.44
"behavior","disillusion",-1.73,1.09,0.37
"behavior","dislike",-1.19,0.47,-0.17
"behavior","dismay",-1.88,0.26,-0.01
"behavior","dismiss",-1.68,1.18,0.35
"behavior","disobey",-1.39,0.88,0.59
"behavior","disparage",-2.27,0.44,0.31
"behavior","displease",-1.82,0.06,0.22
"behavior","dispute",-0.1,1.32,1.54
"behavior","disqualify",-1.13,1.5,0.76
"behavior","disregard",-1.94,0.11,-0.66
"behavior","disrespect",-3.1,0.26,0.95
"behavior","dissuade",0.03,1.54,0.4
"behavior","distract",-0.94,1.05,1.27
"behavior","distress",-2.13,0.85,0.93
"behavior","distrust",-1.45,0.8,-0.6
"behavior","disturb",-2.12,0.86,1.54
"behavior","divorce",-2.02,1.16,0.22
"behavior","dominate",-1.39,2.37,1.78
"behavior","dote_on",0.64,0.39,0.1
"behavior","double_cross",-2.95,1.04,0.67
"behavior","doubt",-0.96,0.43,-0.45
"behavior","draw_near_to",1.55,1.08,-0.82
"behavior","dress",1.29,1.11,-0.25
"behavior","drink_to",1.19,1.05,1.52
"behavior","drink_with",0.9,0.69,1.02
"behavior","drive_out",-1.35,1.33,1.09
"behavior","drone_on_at",-2.06,-0.4,-0.1
"behavior","drug",-3.36,0.99,-0.46
"behavior","dupe",-2.4,0.78,0.39
"behavior","eat_with",2.71,1.25,1
"behavior","educate",3.34,3.25,0.23
"behavior","elbow",-1.66,0.44,1.02
"behavior","elect",1.86,2.75,1.76
"behavior","elude",-0.48,0.3,-0.63
"behavior","embarrass",-2.36,0.95,1.45
"behavior","embezzle_from",-3.13,0.69,-0.36
"behavior","embrace",3.13,2.49,-0.82
"behavior","employ",2.43,2.52,0.21
"behavior","emulate",0.7,0.57,0.12
"behavior","enchant",1.56,2,-0.02
"behavior","encourage",3.44,2.9,1.23
"behavior","endanger",-3.21,1.13,1.22
"behavior","endorse",1.81,1.72,1.02
"behavior","endure",0.38,0.64,-1.06
"behavior","engage",1.79,1.97,1.17
"behavior","enjoy",2.94,1.99,0.54
"behavior","enrage",-2.34,1.63,1.95
"behavior","enrapture",0.18,1.89,0.55
"behavior","enslave",-3.87,2.18,1.38
"behavior","ensnare",-1.66,1.17,0.55
"behavior","entertain",2.21,1.63,1.92
"behavior","enthrall",1.69,2.05,1.35
"behavior","entice",0.16,1.64,0.09
"behavior","entrap",-2.06,1,0.47
"behavior","entreat",0.89,0.71,-0.06
"behavior","entrust",2.34,2.22,-0.63
"behavior","envy",-2.37,-0.87,-0.47
"behavior","escape",1.55,1.8,0.42
"behavior","escort",1.47,1.13,0.18
"behavior","esteem",2.39,1.97,0.69
"behavior","evade",-0.86,-0.25,-0.32
"behavior","evaluate",0.53,1.47,-0.39
"behavior","evict",-1.9,1.95,0.93
"behavior","exalt",0.72,1.08,1.08
"behavior","examine",0.77,1.07,-1.11
"behavior","excite",2.4,2.1,2.47
"behavior","exclude",-2.56,0.45,-0.29
"behavior","excuse",1.32,1.1,-0.44
"behavior","execute",-2.5,2.56,1.22
"behavior","exhaust",-0.76,0.89,1.12
"behavior","exhibit",-0.73,0.47,0.49
"behavior","exile",-1.99,2.08,0.71
"behavior","exonerate",1.11,2.22,0.64
"behavior","exorcise",-0.63,1.44,1.74
"behavior","expel",-1.95,2.49,1.38
"behavior","experience",2.2,1.84,0.03
"behavior","explain_something_to",2.41,2,0.01
"behavior","exploit",-2.99,1.4,0.87
"behavior","expose",-1.37,1.42,1.28
"behavior","exterminate",-3.06,2.68,1.8
"behavior","extol",0.19,0.89,0.84
"behavior","extort",-2.47,1.41,0.54
"behavior","eye",-0.57,0.23,-0.71
"behavior","fail",-2.51,0.04,-0.09
"behavior","fall_in_love_with",3.04,2.54,0.53
"behavior","favor",0.6,1.2,0.27
"behavior","fear",-2.56,-0.96,-0.71
"behavior","feed_something_to",2.95,2.25,0.01
"behavior","fib_to",-1.98,0.35,0.04
"behavior","fight",-2.08,0.9,2.62
"behavior","financially_back",1.89,2.34,-0.11
"behavior","find",1.9,1.85,0.74
"behavior","fine",-1.1,1.43,0.51
"behavior","fire_from_a_job",-1.12,1.96,0.64
"behavior","fix",1.37,2.15,-0.09
"behavior","flatter",1.9,1.59,0.87
"behavior","flee",-0.48,0.12,1.04
"behavior","flirt_with",1.81,1.58,0.6
"behavior","flog",-2.47,1.27,2.03
"behavior","flunk",-1.59,1.8,-0.32
"behavior","fluster",-0.32,1.2,0.81
"behavior","foil",-0.67,1.15,0.52
"behavior","follow",-0.44,-0.02,-1.15
"behavior","fondle",-0.07,0.86,-0.24
"behavior","fool",-1.99,0.37,0.45
"behavior","forbid",-1.05,1.69,0.7
"behavior","force",-2.38,1.44,1.85
"behavior","forget",-1.63,0.36,-1.01
"behavior","forgive",2.96,2.79,-1.06
"behavior","forsake",-2.16,0.63,-0.04
"behavior","foster",2.71,2.23,-0.09
"behavior","frame",-3.42,1.15,-0.29
"behavior","freakout",-1.59,1,1.97
"behavior","free",2.86,2.53,0.58
"behavior","frighten",-1.56,1.41,1.76
"behavior","frightened",-1.29,0.9,1.39
"behavior","frisk",-1.16,1.05,1.09
